Country,Time,USD-JPY reer CPI-based (Index 2015=100),JPY-USD Spot Exchange Rate
JP,1983-08,104.8226,244.4613
JP,1983-09,106.4574,242.3462
JP,1983-10,111.1075,232.8855
JP,1983-11,110.2686,235.03
JP,1983-12,110.8416,234.4624
JP,1984-01,111.554,233.8
JP,1984-02,110.6832,233.5963
JP,1984-03,113.4169,225.2664
JP,1984-04,114.0669,225.2
JP,1984-05,113.2675,230.4777
JP,1984-06,111.3159,233.5657
JP,1984-07,108.6339,243.0676
JP,1984-08,108.0019,242.2609
JP,1984-09,109.6477,245.4568
JP,1984-10,110.0025,246.7545
JP,1984-11,110.6138,243.6305
JP,1984-12,110.1822,247.964
JP,1985-01,108.3548,254.1829
JP,1985-02,106.4523,260.4778
JP,1985-03,107.6113,257.9205
JP,1985-04,108.6277,251.8455
JP,1985-05,108.8071,251.7295
JP,1985-06,109.4757,248.84
JP,1985-07,111.0076,241.1364
JP,1985-08,111.6203,237.4609
JP,1985-09,112.1784,236.5275
JP,1985-10,122.3231,214.6805
JP,1985-11,127.0901,204.0737
JP,1985-12,127.2493,202.7881
JP,1986-01,127.9934,199.8905
JP,1986-02,136.92700000000002,184.8516
JP,1986-03,140.2578,178.6938
JP,1986-04,143.1008,175.0918
JP,1986-05,149.9703,167.0314
JP,1986-06,148.3745,167.5419
JP,1986-07,156.222,158.6059
JP,1986-08,158.8528,154.1771
JP,1986-09,158.1284,154.7314
JP,1986-10,156.4678,156.4723
JP,1986-11,149.6306,162.8494
JP,1986-12,148.6143,162.0523
JP,1987-01,151.2675,154.8295
JP,1987-02,150.71200000000002,153.4068
JP,1987-03,152.1741,151.4332
JP,1987-04,160.4917,142.8986
JP,1987-05,162.1395,140.479
JP,1987-06,157.2476,144.5495
JP,1987-07,150.8338,150.2939
JP,1987-08,152.8093,147.3343
JP,1987-09,156.9559,143.291
JP,1987-10,155.8705,143.32
JP,1987-11,160.628,135.3974
JP,1987-12,166.75400000000002,128.2418
JP,1988-01,166.9971,127.6853
JP,1988-02,165.3472,129.1665
JP,1988-03,166.3175,127.1139
JP,1988-04,168.7646,124.8976
JP,1988-05,168.3189,124.7871
JP,1988-06,165.75799999999998,127.4655
JP,1988-07,160.2253,133.0215
JP,1988-08,160.4642,133.7661
JP,1988-09,159.8015,134.3176
JP,1988-10,165.729,128.6805
JP,1988-11,169.0556,123.202
JP,1988-12,166.9941,123.6076
JP,1989-01,163.0301,127.3625
JP,1989-02,160.9826,127.7374
JP,1989-03,158.5771,130.5504
JP,1989-04,158.42,132.0365
JP,1989-05,152.641,137.8636
JP,1989-06,147.1768,143.9809
JP,1989-07,147.6075,140.424
JP,1989-08,147.1055,141.4852
JP,1989-09,144.3405,145.07
JP,1989-10,145.9256,142.2067
JP,1989-11,142.4104,143.5343
JP,1989-12,141.6597,143.685
JP,1990-01,138.9512,144.9819
JP,1990-02,137.9798,145.6932
JP,1990-03,131.503,153.3082
JP,1990-04,127.2118,158.4586
JP,1990-05,131.0827,154.0441
JP,1990-06,130.2279,153.6957
JP,1990-07,131.8574,149.0395
JP,1990-08,131.1476,147.4609
JP,1990-09,139.0716,138.4405
JP,1990-10,148.6956,129.5909
JP,1990-11,149.1586,129.2155
JP,1990-12,144.3967,133.889
JP,1991-01,144.8288,133.6986
JP,1991-02,146.0733,130.5358
JP,1991-03,143.7203,137.3867
JP,1991-04,146.3367,137.1127
JP,1991-05,145.9747,138.2218
JP,1991-06,145.1409,139.7475
JP,1991-07,146.5221,137.83
JP,1991-08,146.3525,136.8164
JP,1991-09,147.3464,134.2995
JP,1991-10,152.6038,130.7723
JP,1991-11,151.8727,129.6321
JP,1991-12,151.4755,128.0395
JP,1992-01,154.2711,125.4614
JP,1992-02,151.6349,127.6989
JP,1992-03,147.3326,132.8627
JP,1992-04,146.6837,133.5395
JP,1992-05,148.535,130.771
JP,1992-06,151.3007,126.8355
JP,1992-07,148.8651,125.8817
JP,1992-08,147.5075,126.231
JP,1992-09,152.6969,122.5967
JP,1992-10,156.7001,121.1652
JP,1992-11,156.862,123.88
JP,1992-12,157.191,124.0409
JP,1993-01,156.2721,124.9932
JP,1993-02,162.325,120.7595
JP,1993-03,167.1489,117.0174
JP,1993-04,172.3504,112.4114
JP,1993-05,175.3697,110.343
JP,1993-06,180.9278,107.4118
JP,1993-07,182.3748,107.6914
JP,1993-08,189.3965,103.765
JP,1993-09,184.1949,105.5748
JP,1993-10,180.7722,107.02
JP,1993-11,179.3068,107.8765
JP,1993-12,175.2322,109.913
JP,1994-01,178.0952,111.4415
JP,1994-02,185.4292,106.3011
JP,1994-03,186.6424,105.0974
JP,1994-04,188.9704,103.4843
JP,1994-05,186.2415,103.7533
JP,1994-06,186.4625,102.5264
JP,1994-07,190.8359,98.445
JP,1994-08,187.308,99.9404
JP,1994-09,187.72299999999998,98.7743
JP,1994-10,187.8801,98.353
JP,1994-11,188.0192,98.044
JP,1994-12,184.1329,100.1824
JP,1995-01,182.3649,99.766
JP,1995-02,183.4288,98.2368
JP,1995-03,195.2258,90.5196
JP,1995-04,209.5685,83.6895
JP,1995-05,205.1753,85.1127
JP,1995-06,206.0405,84.6355
JP,1995-07,197.9654,87.397
JP,1995-08,184.0831,94.7383
JP,1995-09,173.9097,100.5455
JP,1995-10,171.3169,100.839
JP,1995-11,168.9361,101.94
JP,1995-12,169.5229,101.8495
JP,1996-01,162.5353,105.7514
JP,1996-02,161.3581,105.788
JP,1996-03,160.9199,105.94
JP,1996-04,158.6487,107.1995
JP,1996-05,160.4965,106.3423
JP,1996-06,156.826,108.96
JP,1996-07,155.8738,109.1909
JP,1996-08,156.7767,107.8659
JP,1996-09,154.4056,109.931
JP,1996-10,151.2207,112.4123
JP,1996-11,150.1016,112.2958
JP,1996-12,149.1414,113.981
JP,1997-01,144.0078,117.9124
JP,1997-02,138.468,122.9621
JP,1997-03,139.4939,122.7738
JP,1997-04,139.1096,125.6377
JP,1997-05,147.3495,119.1924
JP,1997-06,152.8969,114.2857
JP,1997-07,153.6885,115.3759
JP,1997-08,152.3508,117.9295
JP,1997-09,150.7412,120.89
JP,1997-10,152.7439,121.0605
JP,1997-11,148.4101,125.3817
JP,1997-12,150.9277,129.7341
JP,1998-01,158.9705,129.5475
JP,1998-02,158.5341,125.8516
JP,1998-03,154.1242,129.0823
JP,1998-04,148.3139,131.7536
JP,1998-05,146.9471,134.896
JP,1998-06,143.9,140.3305
JP,1998-07,142.7037,140.7874
JP,1998-08,137.931,144.68
JP,1998-09,147.5385,134.4805
JP,1998-10,160.4016,121.0486
JP,1998-11,160.0739,120.2895
JP,1998-12,162.9293,117.0709
JP,1999-01,168.8,113.29
JP,1999-02,164.3216,116.6684
JP,1999-03,161.7878,119.473
JP,1999-04,161.7802,119.7723
JP,1999-05,157.9024,121.9995
JP,1999-06,159.469,120.7245
JP,1999-07,159.8888,119.3305
JP,1999-08,169.4443,113.2268
JP,1999-09,179.7633,106.8752
JP,1999-10,181.0777,105.965
JP,1999-11,182.3357,104.6485
JP,1999-12,185.8075,102.5843
JP,2000-01,179.3987,105.296
JP,2000-02,172.7156,109.3885
JP,2000-03,178.0982,106.3074
JP,2000-04,181.3643,105.627
JP,2000-05,179.8724,108.3205
JP,2000-06,181.2386,106.1255
JP,2000-07,178.5995,108.2115
JP,2000-08,179.0646,108.0804
JP,2000-09,182.1875,106.8375
JP,2000-10,181.2936,108.4429
JP,2000-11,180.7835,109.0095
JP,2000-12,174.1591,112.209
JP,2001-01,165.8721,116.6719
JP,2001-02,166.4807,116.2337
JP,2001-03,161.5588,121.505
JP,2001-04,159.3826,123.771
JP,2001-05,161.7995,121.7682
JP,2001-06,162.1513,122.351
JP,2001-07,158.6506,124.4981
JP,2001-08,159.85299999999998,121.367
JP,2001-09,163.2244,118.6117
JP,2001-10,160.9633,121.4536
JP,2001-11,159.3891,122.4055
JP,2001-12,153.1387,127.5945
JP,2002-01,146.2543,132.6833
JP,2002-02,144.3461,133.6426
JP,2002-03,146.3565,131.061
JP,2002-04,146.0816,130.7718
JP,2002-05,149.6111,126.375
JP,2002-06,151.4916,123.2905
JP,2002-07,156.6071,117.8991
JP,2002-08,156.6029,118.9927
JP,2002-09,153.9438,121.078
JP,2002-10,150.1892,123.9077
JP,2002-11,151.8489,121.6079
JP,2002-12,150.2667,121.8929
JP,2003-01,151.0542,118.8133
JP,2003-02,148.8852,119.3379
JP,2003-03,150.2692,118.6871
JP,2003-04,148.3936,119.895
JP,2003-05,149.351,117.3681
JP,2003-06,147.2932,118.329
JP,2003-07,147.3869,118.6959
JP,2003-08,147.9483,118.6624
JP,2003-09,151.3757,114.8
JP,2003-10,156.6886,109.4955
JP,2003-11,155.8904,109.1778
JP,2003-12,156.067,107.7377
JP,2004-01,155.685,106.2685
JP,2004-02,154.6133,106.7079
JP,2004-03,152.9827,108.5157
JP,2004-04,154.0344,107.6564
JP,2004-05,149.1541,112.196
JP,2004-06,152.9663,109.4336
JP,2004-07,151.4088,109.4871
JP,2004-08,150.6338,110.2336
JP,2004-09,150.578,110.0914
JP,2004-10,151.5099,108.7835
JP,2004-11,154.5841,104.699
JP,2004-12,153.4663,103.8104
JP,2005-01,153.8268,103.341
JP,2005-02,149.58,104.9442
JP,2005-03,148.8973,105.2543
JP,2005-04,146.8748,107.1938
JP,2005-05,148.2299,106.5952
JP,2005-06,146.4391,108.7473
JP,2005-07,142.2527,111.9535
JP,2005-08,142.1793,110.6065
JP,2005-09,141.4943,111.239
JP,2005-10,136.7239,114.8695
JP,2005-11,132.7908,118.454
JP,2005-12,132.1647,118.4624
JP,2006-01,133.063,115.4765
JP,2006-02,129.5247,117.8605
JP,2006-03,130.3344,117.2778
JP,2006-04,128.998,117.0695
JP,2006-05,133.9843,111.7305
JP,2006-06,131.9495,114.625
JP,2006-07,129.7094,115.767
JP,2006-08,129.6817,115.9243
JP,2006-09,128.178,117.2145
JP,2006-10,126.3538,118.609
JP,2006-11,125.8088,117.3205
JP,2006-12,123.9899,117.322
JP,2007-01,120.5298,120.4471
JP,2007-02,118.8178,120.5047
JP,2007-03,121.7905,117.26
JP,2007-04,118.9349,118.9324
JP,2007-05,116.5656,120.7732
JP,2007-06,114.0186,122.6886
JP,2007-07,113.2266,121.4148
JP,2007-08,119.1859,116.7335
JP,2007-09,119.5308,115.0435
JP,2007-10,116.3771,115.8661
JP,2007-11,119.9835,111.0729
JP,2007-12,118.1287,112.449
JP,2008-01,121.6119,107.8181
JP,2008-02,120.1205,107.03
JP,2008-03,126.3076,100.7562
JP,2008-04,122.4818,102.6777
JP,2008-05,121.4463,104.3595
JP,2008-06,118.5025,106.9152
JP,2008-07,117.3527,106.8518
JP,2008-08,117.3695,109.3624
JP,2008-09,123.0033,106.5748
JP,2008-10,137.3429,99.9659
JP,2008-11,145.1989,96.9656
JP,2008-12,152.8216,91.275
JP,2009-01,153.8658,90.1205
JP,2009-02,151.4179,92.9158
JP,2009-03,143.6642,97.855
JP,2009-04,138.8503,98.92
JP,2009-05,138.4207,96.6445
JP,2009-06,136.3611,96.6145
JP,2009-07,138.8369,94.367
JP,2009-08,136.8415,94.8971
JP,2009-09,140.483,91.2748
JP,2009-10,139.2471,90.3671
JP,2009-11,139.9207,89.2674
JP,2009-12,138.7238,89.9509
JP,2010-01,136.0832,91.1011
JP,2010-02,138.5188,90.1395
JP,2010-03,136.9758,90.7161
JP,2010-04,131.7556,93.4527
JP,2010-05,136.6291,91.973
JP,2010-06,139.1989,90.8059
JP,2010-07,141.3406,87.5005
JP,2010-08,143.4291,85.3727
JP,2010-09,143.3631,84.3571
JP,2010-10,144.849,81.7285
JP,2010-11,142.6946,82.518
JP,2010-12,141.1396,83.3376
JP,2011-01,140.0217,82.625
JP,2011-02,138.4251,82.5368
JP,2011-03,139.0157,81.647
JP,2011-04,134.0434,83.1771
JP,2011-05,136.9874,81.1257
JP,2011-06,137.5878,80.4259
JP,2011-07,138.3403,79.2425
JP,2011-08,142.6684,76.9657
JP,2011-09,145.452,76.7957
JP,2011-10,146.8765,76.643
JP,2011-11,144.5666,77.5595
JP,2011-12,144.8409,77.7967
JP,2012-01,145.2957,76.964
JP,2012-02,140.2019,78.47
JP,2012-03,134.2905,82.4659
JP,2012-04,136.5405,81.2524
JP,2012-05,140.8293,79.6668
JP,2012-06,142.2365,79.3152
JP,2012-07,141.5863,78.9348
JP,2012-08,140.967,78.6909
JP,2012-09,140.4362,78.1353
JP,2012-10,138.2431,79.0132
JP,2012-11,134.2859,81.0305
JP,2012-12,128.8063,83.7905
JP,2013-01,120.2662,89.0581
JP,2013-02,114.5909,93.0016
JP,2013-03,113.4573,94.77
JP,2013-04,110.0588,97.7582
JP,2013-05,107.061,100.9186
JP,2013-06,111.9736,97.235
JP,2013-07,110.0861,99.6727
JP,2013-08,112.536,97.8123
JP,2013-09,110.5104,99.21
JP,2013-10,111.1368,97.77
JP,2013-11,109.3754,100.0737
JP,2013-12,105.9649,103.46
JP,2014-01,105.3365,103.7614
JP,2014-02,107.3456,102.1253
JP,2014-03,107.1009,102.3395
JP,2014-04,108.5625,102.4582
JP,2014-05,109.4111,101.7738
JP,2014-06,109.0946,102.0629
JP,2014-07,109.1008,101.74
JP,2014-08,108.2985,102.9438
JP,2014-09,105.0489,107.4257
JP,2014-10,105.09899999999999,108.0264
JP,2014-11,98.76883000000001,116.2994
JP,2014-12,97.91389000000001,119.3233
JP,2015-01,100.0543,118.25
JP,2015-02,100.0547,118.76
JP,2015-03,99.59779,120.3945
JP,2015-04,99.58381,119.5095
JP,2015-05,98.16355,120.798
JP,2015-06,96.23435,123.7186
JP,2015-07,97.36820999999999,123.3109
JP,2015-08,99.65423,123.0038
JP,2015-09,103.5605,120.1476
JP,2015-10,102.4993,120.0481
JP,2015-11,101.0005,122.6432
JP,2015-12,102.2287,121.635
JP,2016-01,106.4178,118.2258
JP,2016-02,107.9456,114.6155
JP,2016-03,108.2313,112.9317
JP,2016-04,110.0891,109.5519
JP,2016-05,112.1456,108.8481
JP,2016-06,115.6862,105.3509
JP,2016-07,116.9723,104.191
JP,2016-08,119.2552,101.2383
JP,2016-09,118.53,101.7843
JP,2016-10,117.7043,103.9075
JP,2016-11,114.6398,108.443
JP,2016-12,107.7055,115.9981
JP,2017-01,107.3099,114.8721
JP,2017-02,107.8627,112.9116
JP,2017-03,107.9916,112.9165
JP,2017-04,110.9292,110.091
JP,2017-05,108.4023,112.2436
JP,2017-06,108.7827,110.9141
JP,2017-07,106.2076,112.417
JP,2017-08,107.5995,109.827
JP,2017-09,105.9718,110.776
JP,2017-10,104.6249,112.9148
JP,2017-11,104.9738,112.819
JP,2017-12,104.4833,112.9405
JP,2018-01,103.6567,110.871
JP,2018-02,105.4743,107.97
JP,2018-03,107.5435,106.0468
JP,2018-04,105.9677,107.6562
JP,2018-05,105.6981,109.6882
JP,2018-06,106.2752,110.0638
JP,2018-07,106.375,111.521
JP,2018-08,108.2197,110.9965
JP,2018-09,107.4502,112.0974
JP,2018-10,107.3652,112.7218
JP,2018-11,106.95,113.338
JP,2018-12,107.5746,112.1994
JP,2019-01,109.7114,108.9605
JP,2019-02,107.5765,110.44
JP,2019-03,106.867,111.1443
JP,2019-04,106.5539,111.6414
JP,2019-05,109.2455,109.9714
JP,2019-06,110.8208,108.0685
JP,2019-07,110.0344,108.2864
JP,2019-08,113.8996,106.1886
JP,2019-09,112.6629,107.54
JP,2019-10,111.4958,108.1368
JP,2019-11,110.3396,108.8579
JP,2019-12,109.4214,109.101
JP,2020-01,108.1309,109.2667
JP,2020-02,108.3658,110.0295
JP,2020-03,113.7008,107.6673
JP,2020-04,115.04899999999999,107.7386
JP,2020-05,115.1621,107.2
JP,2020-06,112.1883,107.5782
JP,2020-07,111.9829,106.6818
JP,2020-08,111.2794,106.0129
JP,2020-09,110.895,105.589
JP,2020-10,110.6887,105.2095
JP,2020-11,109.9099,104.4061
JP,2020-12,108.3673,103.7952
JP,2021-01,107.796,103.7883
JP,2021-02,105.6946,105.3774
JP,2021-03,103.5193,108.6991
JP,2021-04,102.0025,109.0445
JP,2021-05,101.1437,109.112
JP,2021-06,100.3761,110.1073
JP,2021-07,101.3171,110.2143
JP,2021-08,101.8785,109.8527
JP,2021-09,101.2225,110.161
JP,2021-10,98.17105,113.1215
JP,2021-11,97.68037,113.965
JP,2021-12,98.65805,113.8329
JP,2022-01,97.36039,114.8255
JP,2022-02,96.74129,115.2763
JP,2022-03,94.46987,118.5774
JP,2022-04,88.53623,126.3743
JP,2022-05,88.39882,128.8486
JP,2022-06,84.85254,133.9619
JP,2022-07,84.1892,136.709
JP,2022-08,85.3308,135.2835
JP,2022-09,82.52843,143.2843
JP,2022-10,81.80371,147.0515
JP,2022-11,83.43841,142.445
JP,2022-12,86.44731999999999,134.9148
JP,2023-01,87.3829,130.4475
JP,2023-02,86.5389,133.0463
JP,2023-03,86.88139,133.6643
JP,2023-04,86.65123,133.4745
JP,2023-05,84.75177,137.0532
JP,2023-06,82.98804,141.3581
JP,2023-07,82.78761999999999,140.936
JP,2023-08,81.79678,144.7804
JP,2023-09,80.86182,147.845
JP,2023-10,80.44771,149.5933
JP,2023-11,79.38478,149.679
JP,2023-12,81.89479,143.9815
JP,2024-01,81.17947,146.2943
JP,2024-02,79.49899,149.615
JP,2024-03,79.49882,149.8186
JP,2024-04,78.12335,153.89
JP,2024-05,76.59666999999999,155.8691
JP,2024-06,76.0582,157.86
JP,2024-07,75.85138,157.5182
JP,2024-08,80.71479000000001,146.2641
JP,2024-09,81.61283,142.954
JP,2024-10,78.75296,149.8909
JP,2024-11,78.47457,153.7126
JP,2024-12,79.63412,153.8143
JP,2025-01,78.72249000000001,156.4819
JP,2025-02,80.58771,151.5716
JP,2025-03,81.50864,149.0576
JP,2025-04,83.81199000000001,144.1286
JP,2025-05,82.13238,144.8762
JP,2025-06,81.5892,144.4835
JP,2025-07,79.90139,147.2014
JP,2025-08,79.84979,147.4786
JP,2025-09,79.41622,147.8629
