Country,Time,Monetary Aggregates - M2 (JPY),Monetary Aggregates - M3 (JPY)
JP,2014-04,,1179619800000000.0
JP,2014-05,,1180908400000000.0
JP,2014-06,,1183626000000000.0
JP,2014-07,,1185930500000000.0
JP,2014-08,,1188757600000000.0
JP,2014-09,,1192523100000000.0
JP,2014-10,,1196542800000000.0
JP,2014-11,,1201648000000000.0
JP,2014-12,,1205799500000000.0
JP,2015-01,,1208370600000000.0
JP,2015-02,,1210815200000000.0
JP,2015-03,,1213580600000000.0
JP,2015-04,,1215585400000000.0
JP,2015-05,,1219554500000000.0
JP,2015-06,,1220992800000000.0
JP,2015-07,,1224011000000000.0
JP,2015-08,,1228263300000000.0
JP,2015-09,,1228857700000000.0
JP,2015-10,,1231067100000000.0
JP,2015-11,,1233075500000000.0
JP,2015-12,,1235724600000000.0
JP,2016-01,,1238730900000000.0
JP,2016-02,,1241311600000000.0
JP,2016-03,,1244559700000000.0
JP,2016-04,,1248940400000000.0
JP,2016-05,,1252686100000000.0
JP,2016-06,,1256114800000000.0
JP,2016-07,,1259229000000000.0
JP,2016-08,,1262028200000000.0
JP,2016-09,,1264994900000000.0
JP,2016-10,,1268454400000000.0
JP,2016-11,,1272941200000000.0
JP,2016-12,,1277320300000000.0
JP,2017-01,,1281370400000000.0
JP,2017-02,,1285573600000000.0
JP,2017-03,,1289065000000000.0
JP,2017-04,,1290826800000000.0
JP,2017-05,,1292582300000000.0
JP,2017-06,,1297730400000000.0
JP,2017-07,,1301335100000000.0
JP,2017-08,,1304257800000000.0
JP,2017-09,,1307707300000000.0
JP,2017-10,,1311528000000000.0
JP,2017-11,,1315884900000000.0
JP,2017-12,,1316920100000000.0
JP,2018-01,,1319456200000000.0
JP,2018-02,,1321249000000000.0
JP,2018-03,,1323528200000000.0
JP,2018-04,,1325981300000000.0
JP,2018-05,,1327112500000000.0
JP,2018-06,,1331741700000000.0
JP,2018-07,,1334094300000000.0
JP,2018-08,,1336346200000000.0
JP,2018-09,,1339190800000000.0
JP,2018-10,,1342077700000000.0
JP,2018-11,,1343295900000000.0
JP,2018-12,,1345464800000000.0
JP,2019-01,,1347526500000000.0
JP,2019-02,,1349147700000000.0
JP,2019-03,,1351287400000000.0
JP,2019-04,,1352915900000000.0
JP,2019-05,,1355400900000000.0
JP,2019-06,,1356553500000000.0
JP,2019-07,,1358937300000000.0
JP,2019-08,,1361345800000000.0
JP,2019-09,,1364364100000000.0
JP,2019-10,,1367749300000000.0
JP,2019-11,,1372165300000000.0
JP,2019-12,,1375769100000000.0
JP,2020-01,,1378481200000000.0
JP,2020-02,,1381560300000000.0
JP,2020-03,,1386846100000000.0
JP,2020-04,,1393055100000000.0
JP,2020-05,,1411446000000000.0
JP,2020-06,,1436337300000000.0
JP,2020-07,,1447420400000000.0
JP,2020-08,,1457873500000000.0
JP,2020-09,,1465870200000000.0
JP,2020-10,,1471036600000000.0
JP,2020-11,,1476691100000000.0
JP,2020-12,,1482145800000000.0
JP,2021-01,,1488088300000000.0
JP,2021-02,,1493272200000000.0
JP,2021-03,,1498014200000000.0
JP,2021-04,,1502305900000000.0
JP,2021-05,,1508270900000000.0
JP,2021-06,,1510502400000000.0
JP,2021-07,,1513699300000000.0
JP,2021-08,,1517034100000000.0
JP,2021-09,,1520679000000000.0
JP,2021-10,,1525924500000000.0
JP,2021-11,,1529105600000000.0
JP,2021-12,,1532852200000000.0
JP,2022-01,,1537328800000000.0
JP,2022-02,,1541231400000000.0
JP,2022-03,,1544821100000000.0
JP,2022-04,,1548442700000000.0
JP,2022-05,,1551118800000000.0
JP,2022-06,,1554646900000000.0
JP,2022-07,,1558318100000000.0
JP,2022-08,,1561493600000000.0
JP,2022-09,,1563720100000000.0
JP,2022-10,,1566340100000000.0
JP,2022-11,,1569967300000000.0
JP,2022-12,,1572062200000000.0
JP,2023-01,,1573221600000000.0
JP,2023-02,,1574919500000000.0
JP,2023-03,,1577325000000000.0
JP,2023-04,,1580107300000000.0
JP,2023-05,,1583067500000000.0
JP,2023-06,,1586238600000000.0
JP,2023-07,,1588087700000000.0
JP,2023-08,,1590559200000000.0
JP,2023-09,,1592131500000000.0
JP,2023-10,,1595186200000000.0
JP,2023-11,,1597003700000000.0
